BPE: kartoška | Linguist: kartoška
BPE: q’ʷak’i | Linguist: q’ʷak’i
BPE: gollu | Linguist: gollu
BPE: himon | Linguist: himon
BPE: q’ala | Linguist: q’ala
BPE: goli | Linguist: goli
BPE: homonu | Linguist: homonu
BPE: ɣutuq | Linguist: ɣutuq
BPE: mižuqo | Linguist: mižuqo
BPE: žoholi | Linguist: žoholi
BPE: goli | Linguist: goli
BPE: ʎun | Linguist: ʎun
BPE: žoholi | Linguist: žoholi
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobotdun | Linguist: hobotdun
BPE: mo | Linguist: mo
BPE: bułe | Linguist: bułe
BPE: žahaʎda | Linguist: žahaʎda
BPE: kad | Linguist: kad
BPE: žohol | Linguist: žohol
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: diqo | Linguist: diqo
BPE: nagah | Linguist: nagah
BPE: žu | Linguist: žu
BPE: ono | Linguist: ono
BPE: ʎɨn | Linguist: ʎɨn
BPE: wallah | Linguist: wallah
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: kaɣat | Linguist: kaɣat
BPE: idu | Linguist: idu
BPE: xabar | Linguist: xabar
BPE: goli | Linguist: goli
BPE: himon | Linguist: himon
BPE: mo | Linguist: mo
BPE: xexłin | Linguist: xexłin
BPE: mašina | Linguist: mašina
BPE: ilʲe | Linguist: ilʲe
BPE: mo | Linguist: mo
BPE: do | Linguist: do
BPE: ono | Linguist: ono
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ciyoⁿ | Linguist: ciyoⁿ
BPE: ono | Linguist: ono
BPE: hed | Linguist: hed
BPE: žen | Linguist: žen
BPE: hibo | Linguist: hibo
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: aʎ | Linguist: aʎ
BPE: a<r>de | Linguist: a<r>de
BPE: huⁿne | Linguist: huⁿne
BPE: dac | Linguist: dac
BPE: de | Linguist: de
BPE: mo | Linguist: mo
BPE: mˤgɣul | Linguist: mˤgɣul
BPE: gobi | Linguist: gobi
BPE: doco | Linguist: doco
BPE: žu | Linguist: žu
BPE: lože | Linguist: lože
BPE: ise | Linguist: ise
BPE: doco | Linguist: doco
BPE: žu | Linguist: žu
BPE: amma | Linguist: amma
BPE: hibo | Linguist: hibo
BPE: bexan | Linguist: bexan
BPE: tuwо̄ʎbo | Linguist: tuwо̄ʎbo
BPE: ʎɨn | Linguist: ʎɨn
BPE: mašina | Linguist: mašina
BPE: mašina | Linguist: mašina
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: čorpa | Linguist: čorpa
BPE: izzu | Linguist: izzu
BPE: ɣoboɣoli | Linguist: ɣoboɣoli
BPE: oʎ | Linguist: oʎ
BPE: uže | Linguist: uže
BPE: isuł | Linguist: isuł
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: homondu | Linguist: homondu
BPE: ʎ’aʎ’aqu | Linguist: ʎ’aʎ’aqu
BPE: žik’ʷe | Linguist: žik’ʷe
BPE: isul | Linguist: isul
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: golzaha | Linguist: golzaha
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: idu | Linguist: idu
BPE: qˤuno | Linguist: qˤuno
BPE: oⁿc’o | Linguist: oⁿc’o
BPE: t’ut’ | Linguist: t’ut’
BPE: žu | Linguist: žu
BPE: obut’ɨli | Linguist: obut’ɨli
BPE: bɨʎ’q’ˤu | Linguist: bɨʎ’q’ˤu
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: huⁿnʎ’ol | Linguist: huⁿnʎ’ol
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: diyo | Linguist: diyo
BPE: hed | Linguist: hed
BPE: eⁿł | Linguist: eⁿł
BPE: bucu | Linguist: bucu
BPE: sabab | Linguist: sabab
BPE: himon | Linguist: himon
BPE: ħallamalaqe | Linguist: ħallamalaqe
BPE: de | Linguist: de
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: do | Linguist: do
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: xan | Linguist: xan
BPE: diyo | Linguist: diyo
BPE: ħono | Linguist: ħono
BPE: ɣine | Linguist: ɣine
BPE: de | Linguist: de
BPE: łu | Linguist: łu
BPE: goli | Linguist: goli
BPE: hiblʲa | Linguist: hiblʲa
BPE: me | Linguist: me
BPE: uc’nu | Linguist: uc’nu
BPE: ħalt’i | Linguist: ħalt’i
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: izzul | Linguist: izzul
BPE: os | Linguist: os
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: lac’a | Linguist: lac’a
BPE: žide | Linguist: žide
BPE: kaat | Linguist: kaat
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: idu | Linguist: idu
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: łino | Linguist: łino
BPE: ʎar | Linguist: ʎar
BPE: žoho | Linguist: žoho
BPE: goli | Linguist: goli
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: hada | Linguist: hada
BPE: žide | Linguist: žide
BPE: aq | Linguist: aq
BPE: aluk’a | Linguist: aluk’a
BPE: žide | Linguist: žide
BPE: xalhi | Linguist: xalhi
BPE: goli | Linguist: goli
BPE: izze | Linguist: izze
BPE: bataxu | Linguist: bataxu
BPE: židu | Linguist: židu
BPE: goli | Linguist: goli
BPE: łino | Linguist: łino
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: hos | Linguist: hos
BPE: izzu | Linguist: izzu
BPE: izzu | Linguist: izzu
BPE: izzul | Linguist: izzul
BPE: ono | Linguist: ono
BPE: čorpałil | Linguist: čorpałil
BPE: ciyoⁿ | Linguist: ciyoⁿ
BPE: mē | Linguist: mē
BPE: me | Linguist: me
BPE: žequł | Linguist: žequł
BPE: soyro | Linguist: soyro
BPE: goli | Linguist: goli
BPE: žl | Linguist: žl
BPE: mo | Linguist: mo
BPE: he | Linguist: he
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: ayi | Linguist: ayi
BPE: diyo | Linguist: diyo
BPE: surat | Linguist: surat
BPE: dubuli | Linguist: dubuli
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: srazu | Linguist: srazu
BPE: mo | Linguist: mo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: ono | Linguist: ono
BPE: bit’e | Linguist: bit’e
BPE: ʎalixat | Linguist: ʎalixat
BPE: c’aq’ | Linguist: c’aq’
BPE: ondu | Linguist: ondu
BPE: diyo | Linguist: diyo
BPE: a<r>e | Linguist: a<r>e
BPE: hobondu | Linguist: hobondu
BPE: mо̄ | Linguist: mо̄
BPE: hoččun | Linguist: hoččun
BPE: ílʲo | Linguist: ílʲo
BPE: hibo | Linguist: hibo
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: uže | Linguist: uže
BPE: me | Linguist: me
BPE: yagi | Linguist: yagi
BPE: aluk’a | Linguist: aluk’a
BPE: mo | Linguist: mo
BPE: yagi | Linguist: yagi
BPE: yagi | Linguist: yagi
BPE: me | Linguist: me
BPE: ya | Linguist: ya
BPE: ya | Linguist: ya
BPE: me | Linguist: me
BPE: de | Linguist: de
BPE: gobi | Linguist: gobi
BPE: he | Linguist: he
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: xabar | Linguist: xabar
BPE: iłeiłes | Linguist: iłeiłes
BPE: disertaciya | Linguist: disertaciya
BPE: himon | Linguist: himon
BPE: gollu | Linguist: gollu
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: ħalt’i | Linguist: ħalt’i
BPE: gobi | Linguist: gobi
BPE: iłe | Linguist: iłe
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: dubul | Linguist: dubul
BPE: himon | Linguist: himon
BPE: hiblʲa | Linguist: hiblʲa
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: hibo | Linguist: hibo
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: hibo | Linguist: hibo
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: łu | Linguist: łu
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: mašina | Linguist: mašina
BPE: łu | Linguist: łu
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: mašina | Linguist: mašina
BPE: hiboso | Linguist: hiboso
BPE: kad | Linguist: kad
BPE: hiboso | Linguist: hiboso
BPE: kad | Linguist: kad
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: me | Linguist: me
BPE: ut’ana | Linguist: ut’ana
BPE: heⁿše | Linguist: heⁿše
BPE: na | Linguist: na
BPE: de | Linguist: de
BPE: ut’ana | Linguist: ut’ana
BPE: heⁿše | Linguist: heⁿše
BPE: dow | Linguist: dow
BPE: gɨd | Linguist: gɨd
BPE: žequł | Linguist: žequł
BPE: łiyo | Linguist: łiyo
BPE: bertin | Linguist: bertin
BPE: goli | Linguist: goli
BPE: iłel | Linguist: iłel
BPE: heⁿše | Linguist: heⁿše
BPE: iłel | Linguist: iłel
BPE: hibo | Linguist: hibo
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: dubo | Linguist: dubo
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: čorpa | Linguist: čorpa
BPE: łul | Linguist: łul
BPE: čorpa | Linguist: čorpa
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: ze | Linguist: ze
BPE: hibo | Linguist: hibo
BPE: ze | Linguist: ze
BPE: mo | Linguist: mo
BPE: eⁿdu | Linguist: eⁿdu
BPE: ʎin | Linguist: ʎin
BPE: žu | Linguist: žu
BPE: kanduqo | Linguist: kanduqo
BPE: iłe | Linguist: iłe
BPE: gˤolʲlʲuč | Linguist: gˤolʲlʲuč
BPE: k’oro | Linguist: k’oro
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: himon | Linguist: himon
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: inkar | Linguist: inkar
BPE: iłe | Linguist: iłe
BPE: iłe | Linguist: iłe
BPE: isuqol | Linguist: isuqol
BPE: hobože | Linguist: hobože
BPE: me | Linguist: me
BPE: goduk’anɨl | Linguist: goduk’anɨl
BPE: bałgołi | Linguist: bałgołi
BPE: dubul | Linguist: dubul
BPE: ʎɨn | Linguist: ʎɨn
BPE: na | Linguist: na
BPE: łu | Linguist: łu
BPE: iłeqol | Linguist: iłeqol
BPE: dudu | Linguist: dudu
BPE: žu | Linguist: žu
BPE: čdago | Linguist: čdago
BPE: ʎɨn | Linguist: ʎɨn
BPE: misedi | Linguist: misedi
BPE: ʎɨn | Linguist: ʎɨn
BPE: žohoz | Linguist: žohoz
BPE: ʎun | Linguist: ʎun
BPE: iseisulo | Linguist: iseisulo
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: ʎɨn | Linguist: ʎɨn
BPE: wallah | Linguist: wallah
BPE: diyo | Linguist: diyo
BPE: heč’č’e | Linguist: heč’č’e
BPE: liʎ | Linguist: liʎ
BPE: goli | Linguist: goli
BPE: soyró | Linguist: soyró
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: lože | Linguist: lože
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎin | Linguist: ʎin
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: hiblʲa | Linguist: hiblʲa
BPE: žen | Linguist: žen
BPE: hosunu | Linguist: hosunu
BPE: me | Linguist: me
BPE: ɣinaqal | Linguist: ɣinaqal
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ono | Linguist: ono
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: izzu | Linguist: izzu
BPE: ɣiná | Linguist: ɣiná
BPE: ɣʷade | Linguist: ɣʷade
BPE: diyo | Linguist: diyo
BPE: bałgołi | Linguist: bałgołi
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: žawab | Linguist: žawab
BPE: obu | Linguist: obu
BPE: diqol | Linguist: diqol
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: łiłuk’á | Linguist: łiłuk’á
BPE: ise | Linguist: ise
BPE: diʎ’o | Linguist: diʎ’o
BPE: ʎin | Linguist: ʎin
BPE: isul | Linguist: isul
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: hunuža | Linguist: hunuža
BPE: de | Linguist: de
BPE: žequł | Linguist: žequł
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: hunuža | Linguist: hunuža
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ide | Linguist: ide
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: pudí | Linguist: pudí
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: dubʎ’ol | Linguist: dubʎ’ol
BPE: iho | Linguist: iho
BPE: ise | Linguist: ise
BPE: diqol | Linguist: diqol
BPE: de | Linguist: de
BPE: idu | Linguist: idu
BPE: о̄ⁿču | Linguist: о̄ⁿču
BPE: bazarʎ’azi | Linguist: bazarʎ’azi
BPE: dubo | Linguist: dubo
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: xˤux | Linguist: xˤux
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užaqal | Linguist: užaqal
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užaqal | Linguist: užaqal
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: xanus | Linguist: xanus
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: isuho | Linguist: isuho
BPE: ʎɨn | Linguist: ʎɨn
BPE: yuq’ˤučé | Linguist: yuq’ˤučé
BPE: diɣoɣul | Linguist: diɣoɣul
BPE: ʎɨn | Linguist: ʎɨn
BPE: yuq’učé | Linguist: yuq’učé
BPE: huniža | Linguist: huniža
BPE: žequł | Linguist: žequł
BPE: diɣoul | Linguist: diɣoul
BPE: ʎɨn | Linguist: ʎɨn
BPE: yuq’ˤučé | Linguist: yuq’ˤučé
BPE: huniža | Linguist: huniža
BPE: huniža | Linguist: huniža
BPE: diɣoul | Linguist: diɣoul
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: uža | Linguist: uža
BPE: hoččun | Linguist: hoččun
BPE: о̄ⁿčas | Linguist: о̄ⁿčas
BPE: muč’ | Linguist: muč’
BPE: c’aq’ | Linguist: c’aq’
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: diyo | Linguist: diyo
BPE: gugu | Linguist: gugu
BPE: goli | Linguist: goli
BPE: gobi | Linguist: gobi
BPE: gobi | Linguist: gobi
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: bertinnoʎ’o | Linguist: bertinnoʎ’o
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: bertinnoʎ’o | Linguist: bertinnoʎ’o
BPE: keč’i | Linguist: keč’i
